loc_rowid,pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,sy_dist
160,EPIC 228836835 b,EPIC 228836835,1,1,0.72811300,,1.100,1.37000,5.660000,,,932,,3782.00,0.32,0.42,-0.180,[Fe/H],150.1240000
161,EPIC 246851721 b,EPIC 246851721,2,1,6.18023500,0.072290,11.781,953.49000,3.100000,,642.00,1401,F5 V,6202.00,1.59,1.32,0.141,[Fe/H],372.6320000
162,EPIC 248847494 b,EPIC 248847494,1,1,3650.00000000,4.500000,12.442,4131.79000,,0.000000,0.19,183,,4898.00,2.70,0.90,-0.230,[Fe/H],551.8860000
163,EPIC 249893012 b,EPIC 249893012,1,3,3.59510000,0.047000,1.950,8.75000,6.390000,0.060000,1037.00,1616,G8 IV/V,5430.00,1.71,1.05,0.200,[Fe/H],321.2960000
164,EPIC 249893012 c,EPIC 249893012,1,3,15.62400000,0.130000,3.670,14.67000,1.620000,0.070000,160.00,990,G8 IV/V,5430.00,1.71,1.05,0.200,[Fe/H],321.2960000
165,EPIC 249893012 d,EPIC 249893012,1,3,35.74700000,0.220000,3.940,10.18000,0.910000,0.150000,53.00,752,G8 IV/V,5430.00,1.71,1.05,0.200,[Fe/H],321.2960000
166,FU Tau b,FU Tau,1,1,,800.000000,12.200,5085.28000,15.400000,,,2375,M7.25,2838.00,,0.05,,,133.4950466
167,G 264-012 b,G 264-012,1,2,2.30538000,0.022790,1.390,2.50000,5.120000,,20.50,587,M4.0 V,3326.00,0.30,0.30,0.100,[Fe/H],16.0090000
168,G 264-012 c,G 264-012,1,2,8.05180000,0.052500,1.760,3.75000,3.780000,,3.87,387,M4.0 V,3326.00,0.30,0.30,0.100,[Fe/H],16.0090000
169,G 9-40 b,G 9-40,1,1,5.74600700,0.038500,2.025,4.76000,3.150000,0.000000,7.20,456,M2.5 V,3348.00,0.31,0.29,0.040,[Fe/H],27.9276000
170,GJ 1061 b,GJ 1061,1,3,3.20400000,0.021000,1.100,1.37000,5.660000,0.310000,3.80,,M5.5 V,2953.00,0.16,0.12,-0.080,[Fe/H],3.6727800
171,GJ 1061 c,GJ 1061,1,3,6.68900000,0.035000,1.180,1.74000,5.820000,0.290000,1.40,,M5.5 V,2953.00,0.16,0.12,-0.080,[Fe/H],3.6727800
172,GJ 1061 d,GJ 1061,1,3,13.03100000,0.054000,1.160,1.64000,5.770000,0.530000,0.60,,M5.5 V,2953.00,0.16,0.12,-0.080,[Fe/H],3.6727800
173,GJ 1132 b,GJ 1132,1,2,1.62893100,0.015300,1.130,1.66000,6.300000,0.220000,,529,M4.5 V,3270.00,0.21,0.18,-0.120,[Fe/H],12.6130000
174,GJ 1132 c,GJ 1132,1,2,8.92900000,0.047600,1.430,2.64000,4.960000,0.270000,,300,M4.5 V,3270.00,0.21,0.18,-0.120,[Fe/H],12.6130000
175,GJ 1148 b,GJ 1148,1,2,41.38000000,0.166000,11.900,96.70000,0.315000,0.380000,,,M5,3287.00,0.36,0.34,0.160,[Fe/H],11.0143000
176,GJ 1148 c,GJ 1148,1,2,532.58000000,0.912000,9.710,68.06000,0.409000,0.342000,,,M5,3287.00,0.36,0.34,0.160,[Fe/H],11.0143000
177,GJ 1151 b,GJ 1151,1,1,2.01800000,0.017350,1.390,2.50000,5.120000,0.000000,,,M4.5,3114.00,0.20,0.17,,,8.0362500
178,GJ 1214 b,GJ 1214,1,1,1.58040433,0.014900,2.742,8.17000,2.200000,0.063000,21.00,596,M4 V,3250.00,0.21,0.18,0.290,[Fe/H],14.6427000
179,GJ 1252 b,GJ 1252,1,1,0.51823490,0.009160,1.193,2.09000,6.760000,0.000000,,1089,M3,3458.00,0.39,0.38,0.100,[Fe/H],20.3730000
180,GJ 1265 b,GJ 1265,1,1,3.65110000,0.026000,2.630,7.40000,2.240000,0.040000,,,M4.5 V,3236.00,0.19,0.18,-0.040,[Fe/H],10.2525000
181,GJ 143 b,GJ 143,1,2,35.61253000,0.191500,2.610,22.70000,7.000000,0.188000,4.12,422,K4.5,4640.00,0.69,0.73,0.003,[Fe/H],16.3200000
182,GJ 15 A b,GJ 15 A,2,2,11.44070000,0.072000,1.550,3.03000,4.470000,0.094000,,550,M1,3607.00,0.38,0.38,-0.340,[Fe/H],3.5622800
183,GJ 15 A c,GJ 15 A,2,2,7600.00000000,5.400000,6.670,36.00000,0.667000,0.270000,,,M1,3607.00,0.38,0.38,-0.340,[Fe/H],3.5622800
184,GJ 160.2 b,GJ 160.2,1,1,5.23540000,0.053000,3.170,10.20000,1.760000,0.060000,,,M0 V,4347.00,0.66,0.69,,,25.8557000
185,GJ 163 b,GJ 163,1,3,8.63182000,0.060700,3.250,10.60000,1.700000,0.073000,,,M,3500.00,0.41,0.40,0.100,[Fe/H],15.1285000
186,GJ 163 c,GJ 163,1,3,25.63058000,0.125400,2.500,6.80000,2.390000,0.099000,,,M,3500.00,0.41,0.40,0.100,[Fe/H],15.1285000
187,GJ 163 d,GJ 163,1,3,603.95116000,1.030400,5.920,29.40000,0.779000,0.373000,,,M,3500.00,0.41,0.40,0.100,[Fe/H],15.1285000
188,GJ 179 b,GJ 179,1,1,2288.00000000,2.410000,13.900,260.61000,0.533000,0.210000,,,M3.5 V,3370.00,0.38,0.36,0.300,[Fe/H],12.3560000
189,GJ 180 b,GJ 180,1,3,17.13300000,0.092000,2.430,6.49000,2.490000,0.070000,,,M2 V,3371.00,0.41,0.43,,,11.9407000
190,GJ 180 c,GJ 180,1,3,24.32900000,0.129000,2.410,6.40000,2.510000,0.090000,,,M2 V,3371.00,0.41,0.43,,,11.9407000
191,GJ 180 d,GJ 180,1,3,106.30000000,0.309000,2.660,7.56000,2.210000,0.140000,,,M3,3811.50,0.41,0.43,,,11.9407000
192,GJ 2056 b,GJ 2056,1,1,69.97100000,0.283000,4.170,16.20000,1.230000,0.720000,,,M0V:,4069.95,0.71,0.62,,,28.4434000
193,GJ 229 A c,GJ 229,2,2,121.99500000,0.339000,2.600,7.26800,2.270000,0.190000,,,M1.5V,3912.54,0.46,0.58,,,5.7562400
194,GJ 229 b,GJ 229,2,2,526.11500000,0.898000,2.850,8.47800,2.010000,0.100000,,,M1/M2 V,3564.00,0.46,0.58,,,5.7562400
195,GJ 251 b,GJ 251,1,1,14.23800000,0.081800,1.830,4.00000,3.590000,0.100000,2.53,351,M3.0 V,3451.00,0.36,0.36,-0.030,[Fe/H],5.5805700
196,GJ 27.1 b,GJ 27.1,1,1,15.81900000,0.101000,3.660,13.00000,1.460000,0.080000,,,M0.5 V,3542.00,0.52,0.53,,,23.6062000
197,GJ 273 b,GJ 273,1,2,18.64980000,0.091101,1.510,2.89000,4.610000,0.100000,1.06,,M3.5,3382.00,0.29,0.29,0.090,[Fe/H],5.9215350
198,GJ 273 c,GJ 273,1,2,4.72340000,0.036467,1.060,1.18000,5.440000,0.170000,6.66,,M3.5,3382.00,0.29,0.29,0.090,[Fe/H],5.9215350
199,GJ 3021 b,GJ 3021,2,1,133.71000000,0.490000,13.100,1071.04000,2.620000,0.511000,,350,G6 V,5540.00,0.90,0.90,0.100,[Fe/H],17.5559000
200,GJ 3082 b,GJ 3082,1,1,11.94900000,0.079000,2.790,8.20000,2.070000,0.220000,,,M4,3910.00,0.47,0.47,,,16.6186000
201,GJ 3138 b,GJ 3138,1,3,1.22003000,0.019700,1.180,1.78000,5.950000,0.190000,118.10,,M0,3717.00,0.50,0.68,-0.300,[Fe/H],28.4712000
202,GJ 3138 c,GJ 3138,1,3,5.97400000,0.057000,1.880,4.18000,3.460000,0.110000,13.90,,M0,3717.00,0.50,0.68,-0.300,[Fe/H],28.4712000
203,GJ 3138 d,GJ 3138,1,3,257.80000000,0.698000,3.230,10.50000,1.710000,0.320000,0.10,,M0,3717.00,0.50,0.68,-0.300,[Fe/H],28.4712000
204,GJ 317 b,GJ 317,1,2,695.66000000,1.151000,13.300,794.50000,1.860000,0.070000,,,M2.5 V,3492.73,0.43,0.42,0.301,[Fe/H],15.1968000
205,GJ 317 c,GJ 317,1,2,6739.32300000,5.230000,13.500,522.50000,1.170000,0.170000,,,M2.5 V,3492.73,0.43,0.42,0.301,[Fe/H],15.1968000
206,GJ 328 b,GJ 328,1,1,4100.00000000,4.500000,13.300,731.00000,1.710000,0.370000,,,M1,3900.00,0.65,0.69,0.000,[M/H],20.5266000
207,GJ 3293 b,GJ 3293,1,4,30.59870000,0.143390,5.190,23.54000,0.925000,0.060000,1.07,,M2.5,3466.00,0.40,0.42,0.020,[Fe/H],20.1903000
208,GJ 3293 c,GJ 3293,1,4,122.61960000,0.361750,4.870,21.09000,1.000000,0.110000,0.17,,M2.5,3466.00,0.40,0.42,0.020,[Fe/H],20.1903000
209,GJ 3293 d,GJ 3293,1,4,48.13450000,0.193940,2.670,7.60000,2.190000,0.120000,0.59,,M2.5,3466.00,0.40,0.42,0.020,[Fe/H],20.1903000
210,GJ 3293 e,GJ 3293,1,4,13.25430000,0.082080,1.630,3.28000,4.160000,0.210000,3.34,,M2.5,3466.00,0.40,0.42,0.020,[Fe/H],20.1903000
211,GJ 3323 b,GJ 3323,1,2,5.36360000,0.032820,1.230,2.02000,5.960000,0.230000,2.58,,M4,3159.00,0.12,0.16,-0.270,[Fe/H],5.3748400
212,GJ 3323 c,GJ 3323,1,2,40.54000000,0.126400,1.320,2.31000,5.520000,0.170000,0.17,,M4,3159.00,0.12,0.16,-0.270,[Fe/H],5.3748400
213,GJ 3341 b,GJ 3341,1,1,14.20700000,0.089000,2.460,6.60000,2.440000,0.310000,,,M2.5,3526.00,0.44,0.47,-0.090,[Fe/H],23.6190000
214,GJ 338 B b,GJ 338 B,2,1,24.45000000,0.141000,3.190,10.27000,1.740000,0.110000,,391,M0.0 V,4005.00,0.58,0.64,-0.030,[Fe/H],6.3325600
215,GJ 3470 b,GJ 3470,1,1,3.33664960,0.035500,4.570,13.90000,0.800000,0.017000,,594,M1.5,3600.00,0.55,0.54,0.200,[Fe/H],29.4214000
216,GJ 3473 b,GJ 3473,2,2,1.19800350,0.015890,1.264,1.86000,5.030000,0.000000,59.40,773,M4,3347.00,0.36,0.36,0.110,[Fe/H],27.3644000
217,GJ 3473 c,GJ 3473,2,2,15.50900000,0.087600,2.630,7.41000,2.240000,0.000000,1.95,329,M4,3347.00,0.36,0.36,0.110,[Fe/H],27.3644000
218,GJ 3512 b,GJ 3512,1,1,203.59000000,0.338000,14.300,147.15529,0.277000,0.435600,,,M5.5 V,3081.00,0.14,0.12,-0.070,[Fe/H],9.4863700
219,GJ 357 b,GJ 357,1,3,3.93072000,0.035000,1.217,1.84000,5.600000,,12.60,525,M2.5 V,3505.00,0.34,0.34,-0.120,[Fe/H],9.4418100
220,GJ 357 c,GJ 357,1,3,9.12470000,0.061000,1.660,3.40000,4.080000,,4.45,401,M2.5 V,3505.00,0.34,0.34,-0.120,[Fe/H],9.4418100
221,GJ 357 d,GJ 357,1,3,55.66100000,0.204000,2.340,6.10000,2.620000,,0.38,220,M2.5 V,3505.00,0.34,0.34,-0.120,[Fe/H],9.4418100
222,GJ 3634 b,GJ 3634,1,1,2.64561000,0.028700,2.830,8.40000,2.040000,0.080000,,,M2.5,3517.00,0.43,0.45,,,20.3779000
223,GJ 367 b,GJ 367,1,1,0.32196200,0.007100,0.718,0.54600,8.106000,0.000000,586.61,1745,M1.0 V,3522.00,0.46,0.45,-0.010,[Fe/H],9.4126300
224,GJ 3779 b,GJ 3779,1,1,3.02320000,0.026000,2.750,8.00000,2.110000,0.070000,,,M4.0 V,3324.00,0.28,0.27,0.000,[Fe/H],13.7430000
225,GJ 393 b,GJ 393,1,1,7.02679000,0.054020,1.170,1.71000,5.870000,,9.21,485,M2.0 V,3579.00,0.43,0.43,-0.090,[Fe/H],7.0314900
226,GJ 3942 b,GJ 3942,1,1,6.90500000,0.060800,2.570,7.14000,2.310000,0.121000,,590,M0,3867.00,0.61,0.63,-0.040,[Fe/H],16.9287000
227,GJ 3998 b,GJ 3998,1,2,2.64977000,0.029000,1.380,2.47000,5.160000,0.000000,,,M1,3722.00,0.49,0.50,-0.160,[Fe/H],18.1459000
228,GJ 3998 c,GJ 3998,1,2,13.74000000,0.089000,2.380,6.26000,2.550000,0.049000,,,M1,3722.00,0.49,0.50,-0.160,[Fe/H],18.1459000
229,GJ 411 b,GJ 411,1,2,12.94600000,0.078900,1.450,2.69000,4.850000,0.120000,3.13,370,M1.5 V,3601.00,0.39,0.39,-0.090,[Fe/H],5.6757730
230,GJ 414 A b,GJ 414 A,2,2,50.80000000,0.232400,2.630,7.60000,2.300000,0.450000,,309,K7 V,4120.00,0.68,0.65,0.240,[Fe/H],11.8893000
231,GJ 414 A c,GJ 414 A,2,2,749.83000000,1.400000,8.400,53.83000,0.499000,0.105000,,125,K7 V,4120.00,0.68,0.65,0.240,[Fe/H],11.8893000
232,GJ 422 b,GJ 422,1,1,20.12900000,0.111000,3.330,11.07000,1.650000,0.110000,,,M3.5 V,3323.00,0.37,0.35,,,12.6631000
233,GJ 4276 b,GJ 4276,1,1,13.35200000,0.082000,4.220,16.57000,1.210000,0.370000,,,M4.0,3387.00,0.41,0.41,0.120,[Fe/H],21.3362000
234,GJ 433 b,GJ 433,1,3,7.37050000,0.062000,2.330,6.04300,2.630000,0.040000,,,M1.5 V,3461.00,0.50,0.48,-0.170,[Fe/H],9.0645600
235,GJ 433 c,GJ 433,1,3,5094.10500000,4.819000,6.270,32.42200,0.723000,0.120000,,,M1.5 V,3472.00,0.47,0.48,-0.170,[Fe/H],9.0645600
236,GJ 433 d,GJ 433,1,3,36.05900000,0.178000,2.140,5.22300,2.930000,0.070000,,,M2V,3461.00,0.47,0.48,-0.170,[Fe/H],9.0645600
237,GJ 436 b,GJ 436,1,1,2.64388312,0.029100,4.170,22.10000,1.800000,0.138270,,686,M2.5 V,3586.11,0.46,0.47,0.099,[Fe/H],9.7532100
238,GJ 480 b,GJ 480,1,1,9.56700000,0.068000,3.690,13.20000,1.440000,0.100000,,,M3.5 Ve,3381.00,0.46,0.45,,,14.2358000
239,GJ 486 b,GJ 486,1,1,1.46711900,0.017340,1.305,2.82000,7.000000,0.050000,40.30,701,M3.5 V,3340.00,0.33,0.32,0.070,[Fe/H],8.0742600
240,GJ 504 b,GJ 504,1,1,,43.500000,13.000,1271.30000,3.180000,,,510,G0 V,6234.00,1.26,1.22,0.280,[Fe/H],17.5299000
241,GJ 536 b,GJ 536,1,1,8.70760000,0.066610,2.170,5.36000,2.880000,0.080000,,,M1 V,3685.00,0.50,0.52,-0.080,[Fe/H],10.4092000
242,GJ 581 b,GJ 581,1,3,5.36860000,0.040610,4.110,15.80000,1.250000,0.000000,,,M3 V,3396.00,0.33,0.31,-0.088,[Fe/H],6.2981000
243,GJ 581 c,GJ 581,1,3,12.91400000,0.072100,2.210,5.50000,2.800000,0.000000,,,M3 V,3396.00,0.33,0.31,-0.088,[Fe/H],6.2981000
244,GJ 581 e,GJ 581,1,3,3.14900000,0.028150,1.170,1.70000,5.830000,0.000000,,,M3 V,3396.00,0.33,0.31,-0.088,[Fe/H],6.2981000
245,GJ 625 b,GJ 625,1,1,14.62800000,0.078361,1.490,2.82000,4.680000,0.130000,,,M2,3499.00,0.31,0.30,-0.380,[Fe/H],6.4724900
246,GJ 649 b,GJ 649,1,1,598.30000000,1.135000,12.500,104.24400,0.293000,0.300000,,,M1.5,3700.00,0.50,0.54,0.080,[Fe/H],10.3796000
247,GJ 667 C b,GJ 667 C,3,5,7.20040000,0.050500,2.230,5.60000,2.770000,0.130000,,,M1.5 V,3350.00,,0.33,-0.550,[Fe/H],7.2439600
248,GJ 667 C c,GJ 667 C,3,5,28.14000000,0.125000,1.770,3.80000,3.770000,0.020000,,,M1.5 V,3350.00,,0.33,-0.550,[Fe/H],7.2439600
249,GJ 667 C e,GJ 667 C,3,5,62.24000000,0.213000,1.450,2.70000,4.870000,0.020000,,,M1.5 V,3350.00,,0.33,-0.550,[Fe/H],7.2439600
250,GJ 667 C f,GJ 667 C,3,5,39.02600000,0.156000,1.450,2.70000,4.870000,0.030000,,,M1.5 V,3350.00,,0.33,-0.550,[Fe/H],7.2439600
251,GJ 667 C g,GJ 667 C,3,5,256.20000000,0.549000,1.990,4.60000,3.210000,0.080000,,,M1.5 V,3350.00,,0.33,-0.550,[Fe/H],7.2439600
252,GJ 674 b,GJ 674,1,1,4.69380000,0.039000,3.330,11.09000,1.650000,0.200000,,,M2.5,3600.00,0.36,0.35,-0.280,[Fe/H],4.5489600
253,GJ 676 A b,GJ 676 A,2,4,1056.80005000,1.820000,12.700,2129.46100,5.710000,0.330000,,,M0 V,3734.00,0.69,0.73,0.080,[Fe/H],16.0272000
254,GJ 676 A c,GJ 676 A,2,4,7337.00000000,6.600000,12.700,2161.24400,5.800000,,,,M0,4006.03,0.65,0.63,0.230,[Fe/H],16.0272000
255,GJ 676 A d,GJ 676 A,2,4,3.60050000,0.041300,1.930,4.40000,3.360000,0.262000,,,M0 V,4006.03,0.65,0.71,0.230,[Fe/H],16.0272000
256,GJ 676 A e,GJ 676 A,2,4,35.39000000,0.187000,2.770,8.10000,2.090000,0.125000,,,M0 V,4006.03,0.65,0.71,0.230,[Fe/H],16.0272000
257,GJ 682 b,GJ 682,1,2,17.47800000,0.080000,1.930,4.40000,3.360000,0.080000,,,M3.5 V,3028.00,0.30,0.27,,,5.0067100
258,GJ 682 c,GJ 682,1,2,57.32000000,0.176000,2.890,8.70000,1.980000,0.100000,,,M3.5 V,3028.00,0.30,0.27,,,5.0067100
259,GJ 685 b,GJ 685,1,1,24.16000000,0.134400,2.950,9.00000,1.930000,0.000000,,,M0.5,3816.00,0.54,0.55,-0.150,[Fe/H],14.3155000
260,GJ 687 b,GJ 687,1,2,38.14200000,0.163000,4.320,17.20000,1.170000,0.170000,,,M3 V,3413.00,0.42,0.40,0.063,[Fe/H],4.5493900
261,GJ 687 c,GJ 687,1,2,727.56200000,1.165000,4.140,16.00000,1.240000,0.400000,,,M3.0V,3413.00,0.42,0.40,0.063,[Fe/H],4.5493900
262,GJ 720 A b,GJ 720 A,2,1,19.46600000,0.119000,3.770,13.64000,1.400000,0.120000,,401,M0.5 V,3837.00,0.56,0.57,-0.140,[Fe/H],15.5575000
263,GJ 740 b,GJ 740,1,1,2.37756000,0.029000,1.530,2.96000,4.540000,0.240000,79.00,829,M1.0 V,3913.00,0.56,0.58,0.080,[Fe/H],11.1017000
264,GJ 832 b,GJ 832,1,2,3657.00000000,3.560000,14.000,216.00000,0.433000,0.080000,,,M1.5,3472.00,0.44,0.45,-0.300,[Fe/H],4.9643500
265,GJ 832 c,GJ 832,1,2,35.68000000,0.163000,2.180,5.40000,2.860000,0.180000,,,M1.5V,3472.00,0.44,0.45,-0.300,[Fe/H],4.9643500
266,GJ 849 b,GJ 849,1,2,1915.00000000,2.409000,13.900,286.04557,0.585000,0.038000,,,M3.5,3562.68,0.47,0.49,0.220,[Fe/H],8.8005800
267,GJ 849 c,GJ 849,1,2,7068.00000000,4.974000,14.000,223.11554,0.447000,0.099000,,,M3.5,3562.68,0.47,0.49,0.220,[Fe/H],8.8005800
268,GJ 86 b,GJ 86,2,1,15.76491000,0.110000,12.900,1404.80860,3.600000,0.040000,,,K1V,5182.00,0.77,0.93,-0.220,[Fe/H],10.7836000
269,GJ 876 b,GJ 876,1,4,61.11660000,0.208317,13.300,723.22350,1.690000,0.032400,,,M4 V,3293.74,0.30,0.32,0.213,[Fe/H],4.6751700
270,GJ 876 c,GJ 876,1,4,30.08810000,0.129590,14.000,226.98460,0.455000,0.255910,,,M4 V,3293.74,0.30,0.32,0.213,[Fe/H],4.6751700
271,GJ 876 d,GJ 876,1,4,1.93778000,0.020807,2.510,6.83000,2.370000,0.207000,,,M4 V,3293.74,0.30,0.32,0.213,[Fe/H],4.6751700
272,GJ 876 e,GJ 876,1,4,124.26000000,0.334300,3.920,14.60000,1.330000,0.055000,,,M2.5V,3271.00,0.30,0.32,0.213,[Fe/H],4.6751700
273,GJ 887 b,GJ 887,1,2,9.26200000,0.068000,1.880,4.20000,3.470000,0.000000,7.95,468,M1 V,3688.00,0.47,0.49,-0.060,[Fe/H],3.2900000
274,GJ 887 c,GJ 887,1,2,21.78900000,0.120000,2.670,7.60000,2.190000,,2.56,352,M1 V,3688.00,0.47,0.49,-0.060,[Fe/H],3.2900000
275,GJ 9066 b,GJ 9066,1,2,241.88300000,0.403000,6.100,30.90000,0.748000,0.180000,,,M4.5 V,3305.00,0.18,0.15,,,4.4710000
276,GJ 9066 c,GJ 9066,1,2,767.88700000,0.870000,10.000,71.60000,0.393000,0.330000,,,M4.5 V,3305.00,0.18,0.15,,,4.4710000
277,GJ 96 b,GJ 96,1,1,73.94000000,0.291000,4.670,19.66000,1.060000,0.440000,,,M2,3785.00,0.58,0.60,0.140,[Fe/H],11.9315000
278,GJ 9689 b,GJ 9689,1,1,18.27000000,0.113900,3.070,9.65000,1.830000,0.290000,,453,M0.5,3836.00,0.57,0.59,0.050,[Fe/H],30.6203000
279,GJ 9827 b,GJ 9827,1,3,1.20898190,0.018800,1.577,4.91000,6.930000,0.000000,256.00,1044,K6 V,4340.00,0.60,0.61,-0.260,[m/H],29.6610000
280,GJ 9827 c,GJ 9827,1,3,3.64809570,0.039250,1.241,0.84000,2.420000,0.000000,59.00,722,K6 V,4340.00,0.60,0.61,-0.260,[m/H],29.6610000
281,GJ 9827 d,GJ 9827,1,3,6.20146980,0.055910,2.022,4.04000,2.690000,0.000000,29.00,605,K6 V,4340.00,0.60,0.61,-0.260,[m/H],29.6610000
282,GPX-1 b,GPX-1,1,1,1.74457900,0.033800,16.477,6261.21962,8.222423,0.000000,4650.00,2300,F2,7000.00,1.56,1.68,0.350,[Fe/H],655.0130000
283,GQ Lup b,GQ Lup,1,1,,100.000000,33.600,6356.00000,0.921000,,,2650,K7e V,4360.00,1.94,0.70,-0.350,[Fe/H],151.1690000
284,GSC 06214-00210 b,GSC 06214-00210,1,1,,320.000000,20.176,5000.00000,3.350000,,,2300,K7,4200.00,0.90,0.90,-0.060,[Fe/H],108.5000000
285,GU Psc b,GU Psc,1,1,,2000.000000,14.179,3591.30000,6.920000,,,1050,M3,4031.81,0.45,0.33,0.100,[Fe/H],47.5501000
286,Gl 378 b,Gl 378,1,1,3.82200000,0.039435,3.660,13.02000,1.460000,0.109000,,830,M1,3879.00,0.56,0.56,0.060,[Fe/H],14.9545000
287,Gl 49 b,Gl 49,2,1,13.85080000,0.090500,2.240,5.63000,2.750000,0.363000,,,M1.5 V,3805.00,0.51,0.52,0.130,[Fe/H],9.8528000
288,Gl 686 b,Gl 686,1,1,15.53000000,0.091000,2.460,6.62400,2.450000,0.050000,,379,M1.0 V,3656.00,0.43,0.43,-0.230,[Fe/H],8.1572800
289,HAT-P-1 b,HAT-P-1,2,1,4.46529976,0.055610,14.785,166.86075,0.282000,0.000000,,1322,G0 V,5980.00,1.17,1.15,0.130,[Fe/H],158.9790000
290,HAT-P-11 b,HAT-P-11,1,2,4.88780244,0.052540,4.360,26.69772,1.680000,0.218000,100.77,838,K4,4780.00,0.68,0.81,0.310,[Fe/H],37.7647000
291,HAT-P-11 c,HAT-P-11,1,2,3407.00000000,4.130000,13.300,731.00900,1.710000,0.601000,,,K4,4780.00,0.68,0.81,0.310,[Fe/H],37.7647000
292,HAT-P-12 b,HAT-P-12,1,1,3.21305980,0.038400,10.749,67.05900,0.319200,0.000000,,963,K4,4650.00,0.70,0.73,-0.290,[Fe/H],142.7510000
293,HAT-P-13 b,HAT-P-13,1,2,2.91625000,0.043830,14.258,270.46200,0.362000,0.013300,,1740,G4,5653.00,1.76,1.32,0.460,[Fe/H],246.8100000
294,HAT-P-13 c,HAT-P-13,1,2,446.27000000,1.258000,12.300,4538.42100,13.400000,0.661600,,340,G4,5653.00,1.76,1.32,0.460,[Fe/H],246.8100000
295,HAT-P-14 b,HAT-P-14,2,1,4.62767000,0.059600,15.917,1093.33520,1.560000,0.110000,,1624,F5 V,6600.00,1.82,2.65,0.110,[Fe/H],222.6630000
296,HAT-P-15 b,HAT-P-15,1,1,10.86350000,0.096500,11.882,616.59020,1.960000,0.190000,,904,G5,5568.00,1.07,1.00,0.220,[Fe/H],192.5160000
297,HAT-P-16 b,HAT-P-16,3,1,2.77596000,0.041300,14.448,1332.60500,2.420000,0.036000,,1626,F8,6158.00,1.24,1.22,0.170,[Fe/H],226.6370000
298,HAT-P-17 b,HAT-P-17,1,2,10.33852000,0.088200,11.769,184.34140,0.640000,0.350000,,792,K,5246.00,0.87,0.99,0.000,[Fe/H],92.3831000
299,HAT-P-17 c,HAT-P-17,1,2,5584.00000000,5.600000,13.100,1080.60000,2.640000,0.390000,,,K,5336.96,0.84,0.92,0.051,[M/H],92.3831000
300,HAT-P-18 b,HAT-P-18,1,1,5.50802300,0.055900,11.153,62.61000,0.250000,0.084000,,852,K2,4803.00,0.75,0.77,0.100,[Fe/H],161.4000000
301,HAT-P-19 b,HAT-P-19,1,1,4.00877800,0.046600,12.689,92.80200,0.250000,0.067000,,1010,K1,4990.00,0.82,0.84,0.230,[Fe/H],202.0780000
302,HAT-P-2 b,HAT-P-2,1,1,5.63351580,0.068140,10.660,2765.12100,7.290000,0.517200,,1540,F8,6380.00,1.39,1.33,0.180,[Fe/H],127.7740000
303,HAT-P-20 b,HAT-P-20,1,1,2.87531700,0.036100,9.718,2302.89900,13.780000,0.015000,,970,K3,4595.00,0.69,0.76,0.350,[Fe/H],71.0374000
304,HAT-P-21 b,HAT-P-21,1,1,4.12448000,0.049400,12.442,1547.83210,4.600000,0.230000,,1283,G3,5588.00,1.21,1.24,0.010,[Fe/H],277.2780000
305,HAT-P-22 b,HAT-P-22,2,1,3.21222000,0.041400,12.890,785.04010,2.140000,0.020000,,1463,G5 V,5302.00,1.11,1.13,0.240,[Fe/H],81.7647000
306,HAT-P-23 b,HAT-P-23,1,1,1.21288000,0.023200,12.218,425.89220,1.406000,0.110000,,1951,G0,5905.00,0.96,0.58,0.150,[Fe/H],364.8130000
307,HAT-P-24 b,HAT-P-24,2,1,3.35524000,0.046510,14.572,238.37250,0.440000,0.070000,,1637,F8,6373.00,1.38,1.37,-0.160,[Fe/H],415.3440000
308,HAT-P-25 b,HAT-P-25,1,1,3.65281514,0.046600,12.722,180.84527,0.483000,0.023000,325.00,1182,G5,5519.00,0.92,1.01,0.294,[Fe/H],300.3840000
309,HAT-P-26 b,HAT-P-26,1,1,4.23452000,0.047900,7.062,22.24810,0.400000,0.120000,,1001,K1,5079.00,0.87,1.12,-0.040,[Fe/H],141.8370000
310,HAT-P-27 b,HAT-P-27,2,1,3.03957700,0.040000,11.430,197.05000,0.760000,0.000000,,,G8,5316.00,0.86,0.92,0.300,[M/H],199.1730000
311,HAT-P-28 b,HAT-P-28,1,1,3.25721500,0.043400,13.585,198.95300,0.440000,0.051000,,1384,G3,5680.00,1.10,1.03,0.120,[Fe/H],401.3190000
312,HAT-P-29 b,HAT-P-29,2,1,5.72319000,0.066700,13.115,279.69040,0.790000,0.090000,433.00,1271,F8,6087.00,1.30,1.45,0.210,[Fe/H],313.5760000
313,HAT-P-3 b,HAT-P-3,2,1,2.89970000,0.038660,10.536,206.58950,0.855000,0.000000,,1189,K,5185.00,0.87,1.06,0.270,[Fe/H],134.5540000
314,HAT-P-30 b,HAT-P-30,2,1,2.81060000,0.041900,16.141,263.79890,0.309000,0.040000,,1630,F7,6304.00,1.31,1.55,0.130,[Fe/H],213.9850000
315,HAT-P-31 b,HAT-P-31,1,1,5.00542000,0.061000,12.218,721.47410,2.180000,0.250000,,1450,,6065.00,1.39,1.31,0.150,[Fe/H],344.0500000
