loc_rowid,pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,sy_dist
2958,Kepler-204 b,Kepler-204,1,2,14.40097400,0.117000,2.530,6.94000,2.350000,0.000000,79.70,828,,5812.00,1.24,1.03,0.010,[Fe/H],686.7230000
2959,Kepler-204 c,Kepler-204,1,2,25.66059300,0.173000,1.790,3.86000,3.700000,0.000000,36.89,683,,5812.00,1.24,1.03,0.010,[Fe/H],686.7230000
2960,Kepler-205 b,Kepler-205,1,2,2.75564000,0.032000,1.510,2.89000,4.610000,0.000000,102.56,757,M1 V,4321.00,0.55,0.59,-0.125,[M/H],159.7200000
2961,Kepler-205 c,Kepler-205,1,2,20.30654600,0.122000,1.640,3.33000,4.150000,0.000000,7.14,389,M1 V,4321.00,0.55,0.59,-0.125,[M/H],159.7200000
2962,Kepler-206 b,Kepler-206,1,3,7.78198700,0.078000,1.200,1.87000,5.950000,0.000000,192.27,983,,5764.00,1.19,1.05,0.021,[M/H],594.4470000
2963,Kepler-206 c,Kepler-206,1,3,13.13747100,0.111000,1.770,3.78000,3.750000,0.000000,95.51,825,,5764.00,1.19,1.05,0.021,[M/H],594.4470000
2964,Kepler-206 d,Kepler-206,1,3,23.44281000,0.163000,1.190,1.81000,5.900000,0.000000,44.17,681,,5764.00,1.19,1.05,0.021,[M/H],594.4470000
2965,Kepler-207 b,Kepler-207,1,3,1.61186500,0.029000,1.570,3.09000,4.390000,0.000000,4097.32,1930,,5920.00,1.59,1.04,0.180,[Fe/H],875.5190000
2966,Kepler-207 c,Kepler-207,1,3,3.07157100,0.044000,1.500,2.86000,4.660000,0.000000,1742.71,1556,,5920.00,1.59,1.04,0.180,[Fe/H],875.5190000
2967,Kepler-207 d,Kepler-207,1,3,5.86807500,0.068000,3.310,11.00000,1.670000,0.000000,732.60,1254,,5920.00,1.59,1.04,0.180,[Fe/H],875.5190000
2968,Kepler-208 b,Kepler-208,1,4,4.22864000,0.054000,1.630,3.29000,4.170000,0.000000,639.58,1379,,6092.00,1.31,1.16,-0.042,[M/H],775.3280000
2969,Kepler-208 c,Kepler-208,1,4,7.46662300,0.079000,1.390,2.51000,5.140000,0.000000,300.17,1141,,6092.00,1.31,1.16,-0.042,[M/H],775.3280000
2970,Kepler-208 d,Kepler-208,1,4,11.13178600,0.103000,1.200,1.87000,5.950000,0.000000,176.28,999,,6092.00,1.31,1.16,-0.042,[M/H],775.3280000
2971,Kepler-208 e,Kepler-208,1,4,16.25945800,0.132000,1.480,2.79000,4.730000,0.000000,106.34,880,,6092.00,1.31,1.16,-0.042,[M/H],775.3280000
2972,Kepler-209 b,Kepler-209,1,2,16.08784500,0.122000,2.260,5.73000,2.730000,0.000000,48.66,668,,5513.00,0.94,0.93,0.110,[M/H],576.9460000
2973,Kepler-209 c,Kepler-209,1,2,41.74988200,0.231000,3.100,9.80000,1.810000,0.000000,13.64,486,,5513.00,0.94,0.93,0.110,[M/H],576.9460000
2974,Kepler-21 b,Kepler-21,2,1,2.78578000,0.042717,1.639,5.08000,6.400000,0.020000,3021.19,2025,F6 IV,6305.00,1.90,1.41,-0.030,[Fe/H],108.5220000
2975,Kepler-210 b,Kepler-210,1,2,2.45323400,0.032000,2.940,8.96000,1.940000,0.000000,122.14,737,M0 V,4559.00,0.65,0.77,0.277,[M/H],232.7500000
2976,Kepler-210 c,Kepler-210,1,2,7.97251300,0.070000,3.620,12.80000,1.480000,0.000000,25.44,497,M0 V,4559.00,0.65,0.77,0.277,[M/H],232.7500000
2977,Kepler-211 b,Kepler-211,1,2,4.13857500,0.048000,1.260,2.13000,5.850000,0.000000,158.19,954,,5123.00,0.82,0.90,0.151,[M/H],309.3530000
2978,Kepler-211 c,Kepler-211,1,2,6.04045000,0.062000,1.290,18.30000,46.800000,0.000000,95.44,841,,5123.00,0.82,0.90,0.151,[M/H],309.3530000
2979,Kepler-212 b,Kepler-212,1,2,16.25758200,0.133000,1.090,1.32000,5.600000,0.000000,133.87,830,,5852.00,1.46,1.17,0.116,[M/H],687.1940000
2980,Kepler-212 c,Kepler-212,1,2,31.80517400,0.207000,2.740,7.95000,2.120000,0.000000,54.66,664,,5852.00,1.46,1.17,0.116,[M/H],687.1940000
2981,Kepler-213 b,Kepler-213,1,2,2.46236000,0.036000,1.620,3.26000,4.210000,0.000000,833.47,1326,,5696.00,1.20,1.07,0.157,[M/H],634.9390000
2982,Kepler-213 c,Kepler-213,1,2,4.82296200,0.057000,2.340,6.08000,2.610000,0.000000,339.54,1060,,5696.00,1.20,1.07,0.157,[M/H],634.9390000
2983,Kepler-214 b,Kepler-214,1,2,15.66054400,0.130000,2.610,7.32000,2.260000,0.000000,196.40,758,,6169.00,1.35,1.11,-0.091,[M/H],1208.4400000
2984,Kepler-214 c,Kepler-214,1,2,28.77980000,0.194000,2.130,5.18000,2.950000,0.000000,87.24,619,,6169.00,1.35,1.11,-0.091,[M/H],1208.4400000
2985,Kepler-215 b,Kepler-215,1,4,9.36067200,0.084000,1.620,3.26000,4.210000,0.000000,105.07,784,,5739.00,1.03,0.94,-0.443,[M/H],485.9970000
2986,Kepler-215 c,Kepler-215,1,4,14.66710800,0.113000,1.770,3.78000,3.750000,0.000000,57.69,675,,5739.00,1.03,0.94,-0.443,[M/H],485.9970000
2987,Kepler-215 d,Kepler-215,1,4,30.86442300,0.185000,2.390,23.60000,9.500000,0.000000,21.40,527,,5739.00,1.03,0.94,-0.443,[M/H],485.9970000
2988,Kepler-215 e,Kepler-215,1,4,68.16101000,0.314000,1.750,3.71000,3.800000,0.000000,7.44,405,,5739.00,1.03,0.94,-0.443,[M/H],485.9970000
2989,Kepler-216 b,Kepler-216,1,2,7.69364100,0.079000,2.350,6.12000,2.590000,0.000000,540.03,1069,,6091.00,1.26,1.11,-0.149,[M/H],1187.4700000
2990,Kepler-216 c,Kepler-216,1,2,17.40666900,0.136000,3.040,9.48000,1.850000,0.000000,182.06,814,,6091.00,1.26,1.11,-0.149,[M/H],1187.4700000
2991,Kepler-217 b,Kepler-217,1,3,5.37494300,0.065000,2.230,5.60000,2.770000,0.000000,1366.48,1413,,6171.00,1.80,1.14,0.090,[Fe/H],1104.6400000
2992,Kepler-217 c,Kepler-217,1,3,8.58600400,0.089000,1.850,4.08000,3.540000,0.000000,730.81,1208,,6171.00,1.80,1.14,0.090,[Fe/H],1104.6400000
2993,Kepler-217 d,Kepler-217,1,3,3.88689525,0.050500,1.320,2.30000,5.500000,0.000000,2099.75,1574,,6341.00,1.76,1.37,0.090,[Fe/H],1104.6400000
2994,Kepler-218 b,Kepler-218,1,3,3.61933700,0.046000,1.480,2.79000,4.730000,0.000000,460.66,1156,,5502.00,1.06,1.02,0.310,[Fe/H],656.3800000
2995,Kepler-218 c,Kepler-218,1,3,44.69957600,0.248000,3.140,10.00000,1.770000,0.000000,16.15,500,,5502.00,1.06,1.02,0.310,[Fe/H],656.3800000
2996,Kepler-218 d,Kepler-218,1,3,124.52446470,0.486500,2.660,7.56000,2.210000,0.000000,4.12,356,,5542.00,1.02,1.01,0.310,[Fe/H],656.3800000
2997,Kepler-219 b,Kepler-219,1,3,4.58551200,0.057000,2.950,9.01000,1.930000,0.000000,456.73,1307,,5786.00,1.49,1.17,0.361,[M/H],787.0700000
2998,Kepler-219 c,Kepler-219,1,3,22.71461300,0.165000,3.580,12.50000,1.500000,0.000000,54.10,766,,5786.00,1.49,1.17,0.361,[M/H],787.0700000
2999,Kepler-219 d,Kepler-219,1,3,47.90364500,0.272000,2.810,19.10000,4.730000,0.000000,20.01,598,,5786.00,1.49,1.17,0.361,[M/H],787.0700000
3000,Kepler-22 b,Kepler-22,1,1,289.86230000,0.849000,2.380,36.00000,14.700000,0.000000,0.96,262,G5 V,5518.00,0.98,0.97,-0.290,[Fe/H],194.6420000
3001,Kepler-220 b,Kepler-220,1,4,4.15980700,0.046000,0.810,0.45700,4.730000,0.000000,105.00,759,,4632.00,0.67,0.65,-0.174,[M/H],171.1090000
3002,Kepler-220 c,Kepler-220,1,4,9.03419900,0.076000,1.570,3.09000,4.390000,0.000000,37.32,586,,4632.00,0.67,0.65,-0.174,[M/H],171.1090000
3003,Kepler-220 d,Kepler-220,1,4,28.12239700,0.163000,0.980,0.90400,5.280000,0.000000,8.21,401,,4632.00,0.67,0.65,-0.174,[M/H],171.1090000
3004,Kepler-220 e,Kepler-220,1,4,45.90273300,0.226000,1.330,2.33000,5.440000,0.000000,4.27,341,,4632.00,0.67,0.65,-0.174,[M/H],171.1090000
3005,Kepler-221 b,Kepler-221,1,4,2.79590600,0.037000,1.710,3.57000,3.920000,0.000000,308.88,1090,,5243.00,0.82,0.82,0.062,[M/H],385.2310000
3006,Kepler-221 c,Kepler-221,1,4,5.69058600,0.059000,2.930,15.10000,3.300000,0.000000,119.84,860,,5243.00,0.82,0.82,0.062,[M/H],385.2310000
3007,Kepler-221 d,Kepler-221,1,4,10.04156000,0.087000,2.730,7.90000,2.130000,0.000000,56.29,712,,5243.00,0.82,0.82,0.062,[M/H],385.2310000
3008,Kepler-221 e,Kepler-221,1,4,18.36991700,0.130000,2.630,7.41000,2.240000,0.000000,25.16,582,,5243.00,0.82,0.82,0.062,[M/H],385.2310000
3009,Kepler-222 b,Kepler-222,1,3,3.93698100,0.048000,3.160,10.10000,1.760000,0.000000,206.77,1004,,5433.00,0.87,0.88,0.050,[Fe/H],758.8540000
3010,Kepler-222 c,Kepler-222,1,3,10.08881000,0.091000,4.640,19.40000,1.070000,0.000000,59.08,734,,5433.00,0.87,0.88,0.050,[Fe/H],758.8540000
3011,Kepler-222 d,Kepler-222,1,3,28.08191200,0.180000,3.690,13.20000,1.440000,0.000000,15.09,522,,5433.00,0.87,0.88,0.050,[Fe/H],758.8540000
3012,Kepler-223 b,Kepler-223,1,4,7.38449000,0.075600,2.990,7.40000,1.540000,0.078000,444.05,1042,,5803.00,1.72,1.12,0.190,[M/H],1859.7100000
3013,Kepler-223 c,Kepler-223,1,4,9.84564000,0.091600,3.440,5.10000,0.710000,0.150000,302.47,947,,5803.00,1.72,1.12,0.190,[M/H],1859.7100000
3014,Kepler-223 d,Kepler-223,1,4,14.78869000,0.120100,5.240,8.00000,0.310000,0.037000,175.95,827,,5803.00,1.72,1.12,0.190,[M/H],1859.7100000
3015,Kepler-223 e,Kepler-223,1,4,19.72567000,0.145500,4.600,4.80000,0.280000,0.051000,119.88,751,,5803.00,1.72,1.12,0.190,[M/H],1859.7100000
3016,Kepler-224 b,Kepler-224,1,4,3.13292400,0.038000,1.390,2.51000,5.140000,0.000000,201.49,937,,5018.00,0.68,0.82,-0.270,[Fe/H],782.0880000
3017,Kepler-224 c,Kepler-224,1,4,5.92500300,0.058000,3.120,9.91000,1.790000,0.000000,86.33,758,,5018.00,0.68,0.82,-0.270,[Fe/H],782.0880000
3018,Kepler-224 d,Kepler-224,1,4,11.34939300,0.089000,2.300,5.90000,2.660000,0.000000,36.29,610,,5018.00,0.68,0.82,-0.270,[Fe/H],782.0880000
3019,Kepler-224 e,Kepler-224,1,4,18.64357700,0.124000,1.970,4.54000,3.260000,0.000000,18.73,517,,5018.00,0.68,0.82,-0.270,[Fe/H],782.0880000
3020,Kepler-225 b,Kepler-225,1,2,6.73897500,0.056000,1.200,1.87000,5.950000,0.000000,38.88,579,M1 V,3682.00,0.48,0.59,-0.040,[Fe/H],561.1010000
3021,Kepler-225 c,Kepler-225,1,2,18.79423400,0.111000,1.840,4.04000,3.560000,0.000000,9.90,412,M1 V,3682.00,0.48,0.59,-0.040,[Fe/H],561.1010000
3022,Kepler-226 b,Kepler-226,1,3,3.94099700,0.047000,1.550,24.00000,35.400000,0.000000,270.40,1018,,5571.00,0.80,0.91,0.160,[Fe/H],980.1380000
3023,Kepler-226 c,Kepler-226,1,3,5.34955500,0.058000,2.270,45.20000,21.200000,0.000000,180.51,919,,5571.00,0.80,0.91,0.160,[Fe/H],980.1380000
3024,Kepler-226 d,Kepler-226,1,3,8.10904400,0.076000,1.220,1.98000,5.990000,0.000000,103.64,800,,5571.00,0.80,0.91,0.160,[Fe/H],980.1380000
3025,Kepler-227 b,Kepler-227,1,2,9.48801500,0.090000,3.110,9.85000,1.800000,0.000000,104.64,793,,5854.00,1.09,0.92,0.081,[M/H],1083.0600000
3026,Kepler-227 c,Kepler-227,1,2,54.41869400,0.290000,3.040,9.48000,1.850000,0.000000,10.19,443,,5854.00,1.09,0.92,0.081,[M/H],1083.0600000
3027,Kepler-228 b,Kepler-228,1,3,2.56654600,0.038000,1.530,2.96000,4.540000,0.000000,863.78,1360,,6043.00,1.01,0.95,-0.030,[Fe/H],1644.6100000
3028,Kepler-228 c,Kepler-228,1,3,4.13444400,0.052000,2.700,7.75000,2.160000,0.000000,457.32,1160,,6043.00,1.01,0.95,-0.030,[Fe/H],1644.6100000
3029,Kepler-228 d,Kepler-228,1,3,11.09428600,0.101000,4.040,15.40000,1.280000,0.000000,122.78,835,,6043.00,1.01,0.95,-0.030,[Fe/H],1644.6100000
3030,Kepler-229 b,Kepler-229,1,3,6.25297200,0.062000,2.200,5.48000,2.830000,0.000000,76.22,823,,5120.00,0.73,0.80,0.160,[Fe/H],826.2650000
3031,Kepler-229 c,Kepler-229,1,3,16.06863800,0.117000,4.920,21.50000,0.992000,0.000000,21.64,600,,5120.00,0.73,0.80,0.160,[Fe/H],826.2650000
3032,Kepler-229 d,Kepler-229,1,3,41.19491200,0.220000,3.850,14.20000,1.370000,0.000000,6.16,439,,5120.00,0.73,0.80,0.160,[Fe/H],826.2650000
3033,Kepler-23 b,Kepler-23,1,3,7.10730000,0.075000,1.900,254.30000,,0.060000,446.11,1157,,5760.00,1.52,1.11,-0.090,[M/H],835.7560000
3034,Kepler-23 c,Kepler-23,1,3,10.74210000,0.099000,3.200,858.10000,,0.020000,257.39,1008,,5760.00,1.52,1.11,-0.090,[M/H],835.7560000
3035,Kepler-23 d,Kepler-23,1,3,15.27429900,0.124000,2.200,17.60000,9.080000,0.080000,161.04,896,,5828.00,1.55,1.10,-0.112,[M/H],835.7560000
3036,Kepler-230 b,Kepler-230,1,2,32.62555500,0.191000,4.260,16.80000,1.190000,0.000000,11.82,506,,5588.00,0.82,0.84,-0.140,[Fe/H],740.7540000
3037,Kepler-230 c,Kepler-230,1,2,91.77324200,0.380000,2.040,4.82000,3.120000,0.000000,2.98,359,,5588.00,0.82,0.84,-0.140,[Fe/H],740.7540000
3038,Kepler-231 b,Kepler-231,1,2,10.06527500,0.074000,1.730,35.40000,37.600000,0.000000,14.88,488,M1 V,3767.00,0.49,0.58,-0.100,[Fe/H],316.6180000
3039,Kepler-231 c,Kepler-231,1,2,19.27156600,0.114000,1.930,24.10000,18.400000,0.000000,6.27,393,M1 V,3767.00,0.49,0.58,-0.100,[Fe/H],316.6180000
3040,Kepler-232 b,Kepler-232,1,2,4.43122200,0.054000,3.080,9.69000,1.820000,0.000000,410.58,1104,,5847.00,0.97,0.97,0.030,[Fe/H],1349.1300000
3041,Kepler-232 c,Kepler-232,1,2,11.37934900,0.101000,3.830,14.00000,1.370000,0.000000,116.52,806,,5847.00,0.97,0.97,0.030,[Fe/H],1349.1300000
3042,Kepler-233 b,Kepler-233,1,2,8.47238200,0.077000,2.430,6.48000,2.480000,0.000000,85.13,751,,5360.00,0.76,0.85,-0.090,[Fe/H],856.4170000
3043,Kepler-233 c,Kepler-233,1,2,60.41895500,0.287000,2.710,7.80000,2.150000,0.000000,6.20,390,,5360.00,0.76,0.85,-0.090,[Fe/H],856.4170000
3044,Kepler-234 b,Kepler-234,1,2,2.71150600,0.040000,3.700,13.20000,1.430000,0.000000,1007.72,1420,,6224.00,1.11,1.11,0.090,[Fe/H],1733.1000000
3045,Kepler-234 c,Kepler-234,1,2,7.21205000,0.077000,3.510,12.10000,1.540000,0.000000,273.30,1025,,6224.00,1.11,1.11,0.090,[Fe/H],1733.1000000
3046,Kepler-235 b,Kepler-235,1,4,3.34022200,0.037000,2.230,5.60000,2.770000,0.000000,44.00,731,M0 V,4255.00,0.55,0.58,-0.510,[Fe/H],428.0180000
3047,Kepler-235 c,Kepler-235,1,4,7.82490400,0.065000,1.280,2.18000,5.710000,0.000000,14.20,555,M0 V,4255.00,0.55,0.58,-0.510,[Fe/H],428.0180000
3048,Kepler-235 d,Kepler-235,1,4,20.06054800,0.122000,2.050,4.86000,3.100000,0.000000,4.03,401,M0 V,4255.00,0.55,0.58,-0.510,[Fe/H],428.0180000
3049,Kepler-235 e,Kepler-235,1,4,46.18366900,0.213000,2.220,5.56000,2.790000,0.000000,1.33,306,M0 V,4255.00,0.55,0.58,-0.510,[Fe/H],428.0180000
3050,Kepler-236 b,Kepler-236,1,2,8.29561100,0.065000,1.570,3.09000,4.390000,0.000000,15.63,469,M1 V,3750.00,0.51,0.60,-0.050,[Fe/H],288.7630000
3051,Kepler-236 c,Kepler-236,1,2,23.96812700,0.132000,2.000,4.66000,3.200000,0.000000,3.80,329,M1 V,3750.00,0.51,0.60,-0.050,[Fe/H],288.7630000
3052,Kepler-237 b,Kepler-237,1,2,4.71510600,0.050000,1.410,2.57000,5.040000,0.000000,124.96,823,,4861.00,0.72,0.70,0.030,[Fe/H],657.8220000
3053,Kepler-237 c,Kepler-237,1,2,8.10363600,0.071000,2.080,4.98000,3.040000,0.000000,60.64,687,,4861.00,0.72,0.70,0.030,[Fe/H],657.8220000
3054,Kepler-238 b,Kepler-238,1,5,2.09087600,0.034000,1.730,3.64000,3.860000,0.000000,2500.59,1642,,5751.00,1.43,1.06,0.230,[Fe/H],1798.7500000
3055,Kepler-238 c,Kepler-238,1,5,6.15555700,0.069000,2.390,6.30000,2.540000,0.000000,592.30,1146,,5751.00,1.43,1.06,0.230,[Fe/H],1798.7500000
3056,Kepler-238 d,Kepler-238,1,5,13.23354900,0.115000,3.070,9.64000,1.830000,0.000000,213.48,888,,5751.00,1.43,1.06,0.230,[Fe/H],1798.7500000
3057,Kepler-238 e,Kepler-238,1,5,23.65400000,0.165800,5.600,169.70000,5.310000,0.000000,98.46,731,,5732.00,0.96,1.06,0.230,[Fe/H],1798.7500000
3058,Kepler-238 f,Kepler-238,1,5,50.44700000,0.274700,2.000,13.50000,9.270000,0.000000,35.87,568,,5732.00,0.96,1.06,0.230,[Fe/H],1798.7500000
3059,Kepler-239 b,Kepler-239,1,2,11.76305100,0.095000,2.330,6.04000,2.620000,0.000000,34.75,616,,4914.00,0.76,0.76,0.090,[Fe/H],648.1090000
3060,Kepler-239 c,Kepler-239,1,2,56.22809800,0.268000,2.510,6.85000,2.380000,0.000000,4.32,366,,4914.00,0.76,0.76,0.090,[Fe/H],648.1090000
3061,Kepler-24 b,Kepler-24,1,4,8.14530000,0.080000,2.400,508.50000,,0.000000,252.25,1050,,5800.00,1.07,1.03,-0.240,[M/H],1156.8100000
3062,Kepler-24 c,Kepler-24,1,4,12.33350000,0.106000,2.800,508.50000,,0.000000,144.83,915,,5800.00,1.07,1.03,-0.240,[M/H],1156.8100000
3063,Kepler-24 d,Kepler-24,1,4,4.24438400,0.051000,1.670,3.43000,4.050000,0.000000,601.89,1305,,5897.00,1.29,0.98,-0.071,[M/H],1156.8100000
3064,Kepler-24 e,Kepler-24,1,4,18.99835500,0.138000,2.780,8.15000,2.080000,0.000000,81.51,792,,5897.00,1.29,0.98,-0.071,[M/H],1156.8100000
3065,Kepler-240 b,Kepler-240,1,2,4.14449500,0.048000,1.370,2.45000,5.240000,0.000000,142.74,864,,4985.00,0.74,0.75,0.180,[Fe/H],746.9270000
3066,Kepler-240 c,Kepler-240,1,2,7.95352800,0.074000,2.200,102.30000,52.800000,0.000000,59.84,696,,4985.00,0.74,0.75,0.180,[Fe/H],746.9270000
3067,Kepler-241 b,Kepler-241,1,2,12.71809200,0.094000,2.330,6.04000,2.620000,0.000000,23.60,562,,4699.00,0.67,0.67,0.031,[M/H],512.0000000
3068,Kepler-241 c,Kepler-241,1,2,36.06597800,0.189000,2.570,7.13000,2.310000,0.000000,5.88,397,,4699.00,0.67,0.67,0.031,[M/H],512.0000000
3069,Kepler-242 b,Kepler-242,1,2,8.20395000,0.075000,2.610,7.32000,2.260000,0.000000,43.77,742,,5020.00,0.85,0.81,0.010,[Fe/H],600.2410000
3070,Kepler-242 c,Kepler-242,1,2,14.49648100,0.109000,2.000,4.66000,3.200000,0.000000,20.50,613,,5020.00,0.85,0.81,0.010,[Fe/H],600.2410000
3071,Kepler-243 b,Kepler-243,1,2,5.71544200,0.062000,2.450,6.57000,2.450000,0.000000,115.50,850,,5228.00,0.84,0.83,0.010,[Fe/H],693.8600000
3072,Kepler-243 c,Kepler-243,1,2,20.02621800,0.142000,1.990,4.62000,3.220000,0.000000,21.72,559,,5228.00,0.84,0.83,0.010,[Fe/H],693.8600000
3073,Kepler-244 b,Kepler-244,1,3,4.31179200,0.050000,2.760,8.05000,2.100000,0.000000,242.47,1038,,5554.00,0.80,0.96,0.160,[Fe/H],1036.4900000
3074,Kepler-244 c,Kepler-244,1,3,9.76729200,0.087000,2.050,4.86000,3.100000,0.000000,81.57,791,,5554.00,0.80,0.96,0.160,[Fe/H],1036.4900000
3075,Kepler-244 d,Kepler-244,1,3,20.05040100,0.140000,2.310,15.20000,6.780000,0.000000,31.27,622,,5554.00,0.80,0.96,0.160,[Fe/H],1036.4900000
3076,Kepler-245 b,Kepler-245,1,4,7.49019000,0.071000,2.570,7.13000,2.310000,0.000000,77.75,753,,5100.00,0.80,0.86,0.050,[Fe/H],861.5270000
3077,Kepler-245 c,Kepler-245,1,4,17.46081200,0.124000,2.180,225.60000,120.000000,0.000000,25.15,568,,5100.00,0.80,0.86,0.050,[Fe/H],861.5270000
3078,Kepler-245 d,Kepler-245,1,4,36.27710800,0.202000,3.030,21.60000,4.270000,0.000000,9.49,445,,5100.00,0.80,0.86,0.050,[Fe/H],861.5270000
3079,Kepler-245 e,Kepler-245,1,4,3.21982106,0.040000,1.750,3.71000,3.800000,0.000000,240.15,998,,5174.00,0.80,0.86,0.050,[Fe/H],861.5270000
3080,Kepler-246 b,Kepler-246,1,2,4.60182000,0.052000,2.340,6.08000,2.610000,0.000000,141.61,896,,5206.00,0.83,0.79,0.160,[Fe/H],626.0780000
3081,Kepler-246 c,Kepler-246,1,2,11.18716100,0.095000,1.500,2.86000,4.660000,0.000000,43.21,667,,5206.00,0.83,0.79,0.160,[Fe/H],626.0780000
3082,Kepler-247 b,Kepler-247,1,3,3.33616000,0.042000,1.640,3.33000,4.150000,0.000000,216.11,970,,5100.00,0.77,0.84,0.050,[Fe/H],663.7110000
3083,Kepler-247 c,Kepler-247,1,3,9.43945200,0.084000,4.090,15.70000,1.260000,0.000000,53.90,686,,5100.00,0.77,0.84,0.050,[Fe/H],663.7110000
3084,Kepler-247 d,Kepler-247,1,3,20.47791200,0.140000,3.940,14.70000,1.320000,0.000000,19.21,530,,5100.00,0.77,0.84,0.050,[Fe/H],663.7110000
3085,Kepler-248 b,Kepler-248,1,2,6.30820500,0.066000,3.020,9.38000,1.870000,0.000000,79.31,819,,5190.00,0.83,0.90,0.200,[Fe/H],738.7920000
3086,Kepler-248 c,Kepler-248,1,2,16.23949400,0.123000,4.070,15.60000,1.270000,0.000000,22.46,598,,5190.00,0.83,0.90,0.200,[Fe/H],738.7920000
3087,Kepler-249 b,Kepler-249,1,3,3.30653900,0.035000,1.090,1.32000,5.600000,0.000000,24.26,554,M2 V,3568.00,0.48,0.51,-0.340,[Fe/H],190.4010000
3088,Kepler-249 c,Kepler-249,1,3,7.11370200,0.058000,1.510,2.89000,4.610000,0.000000,12.53,429,M2 V,3568.00,0.48,0.51,-0.340,[Fe/H],190.4010000
3089,Kepler-249 d,Kepler-249,1,3,15.36845900,0.097000,1.570,3.09000,4.390000,0.000000,4.47,332,M2 V,3568.00,0.48,0.51,-0.340,[Fe/H],190.4010000
3090,Kepler-25 b,Kepler-25,2,3,6.23829700,0.068500,2.748,8.70000,2.320000,0.002900,542.96,1185,,6103.00,1.32,1.17,0.010,[M/H],243.2490000
3091,Kepler-25 c,Kepler-25,2,3,12.72070000,0.110100,5.217,15.20000,0.588000,0.006100,210.17,934,,6354.00,1.32,1.17,0.110,[Fe/H],243.2490000
3092,Kepler-25 d,Kepler-25,2,3,122.40000000,,10.000,71.90000,0.395000,0.130000,,,,6270.00,1.32,1.17,-0.040,[Fe/H],243.2490000
3093,Kepler-250 b,Kepler-250,1,3,4.14814100,0.048000,1.130,1.51000,5.750000,0.000000,148.10,938,,5160.00,0.81,0.83,0.020,[Fe/H],760.5850000
3094,Kepler-250 c,Kepler-250,1,3,7.15680400,0.069000,2.280,5.82000,2.700000,0.000000,71.50,782,,5160.00,0.81,0.83,0.020,[Fe/H],760.5850000
3095,Kepler-250 d,Kepler-250,1,3,17.64831200,0.127000,2.180,5.39000,2.860000,0.000000,21.46,579,,5160.00,0.81,0.83,0.020,[Fe/H],760.5850000
3096,Kepler-251 b,Kepler-251,1,4,4.79093600,0.053000,1.330,2.33000,5.440000,0.000000,203.17,990,,5526.00,0.89,0.95,-0.020,[Fe/H],924.6250000
3097,Kepler-251 c,Kepler-251,1,4,16.51404300,0.122000,2.770,8.10000,2.090000,0.000000,38.95,655,,5526.00,0.89,0.95,-0.020,[Fe/H],924.6250000
3098,Kepler-251 d,Kepler-251,1,4,30.13300100,0.182000,2.770,8.10000,2.090000,0.000000,17.48,536,,5526.00,0.89,0.95,-0.020,[Fe/H],924.6250000
3099,Kepler-251 e,Kepler-251,1,4,99.64016100,0.404000,2.770,8.10000,2.090000,0.000000,3.55,360,,5526.00,0.89,0.95,-0.020,[Fe/H],924.6250000
3100,Kepler-252 b,Kepler-252,1,2,6.66839100,0.058000,1.230,2.04000,6.020000,0.000000,39.26,587,M0 V,4208.00,0.55,0.61,-0.130,[Fe/H],379.4240000
3101,Kepler-252 c,Kepler-252,1,2,10.84846300,0.080000,2.150,5.27000,2.910000,0.000000,20.51,499,M0 V,4208.00,0.55,0.61,-0.130,[Fe/H],379.4240000
3102,Kepler-253 b,Kepler-253,1,3,3.78398600,0.046000,1.630,3.29000,4.170000,0.000000,194.35,949,,5208.00,0.79,0.85,0.030,[Fe/H],838.5950000
3103,Kepler-253 c,Kepler-253,1,3,10.28195100,0.089000,2.650,7.51000,2.220000,0.000000,51.27,680,,5208.00,0.79,0.85,0.030,[Fe/H],838.5950000
3104,Kepler-253 d,Kepler-253,1,3,18.11986900,0.130000,3.170,10.20000,1.760000,0.000000,24.08,563,,5208.00,0.79,0.85,0.030,[Fe/H],838.5950000
3105,Kepler-254 b,Kepler-254,1,3,5.82666200,0.064000,3.870,14.30000,1.360000,0.000000,184.34,1013,,5957.00,0.91,0.93,0.160,[Fe/H],1389.4800000
3106,Kepler-254 c,Kepler-254,1,3,12.41218300,0.105000,2.150,3.20000,1.770000,0.000000,67.22,787,,5957.00,0.91,0.93,0.160,[Fe/H],1389.4800000
3107,Kepler-254 d,Kepler-254,1,3,18.74647700,0.139000,2.500,6.80000,2.390000,0.000000,38.84,686,,5957.00,0.91,0.93,0.160,[Fe/H],1389.4800000
3108,Kepler-255 b,Kepler-255,1,3,5.71460600,0.063000,1.550,3.02000,4.460000,0.000000,174.40,971,,5573.00,0.93,0.87,0.339,[M/H],1052.5300000
3109,Kepler-255 c,Kepler-255,1,3,9.94604700,0.092000,2.990,9.22000,1.900000,0.000000,83.26,807,,5573.00,0.93,0.87,0.339,[M/H],1052.5300000
3110,Kepler-255 d,Kepler-255,1,3,1.04562266,0.019200,1.320,2.30000,5.500000,0.000000,1686.09,1710,,5431.00,0.86,0.90,0.020,[Fe/H],1052.5300000
