pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,st_teff,st_mass,st_met,sy_dist
GJ 3138 d,GJ 3138,1,3,257.80000000,0.698000,3.230,10.50000,1.710000,0.320000,3717.00,0.68,-0.300,28.4712000
GJ 317 b,GJ 317,1,2,695.66000000,1.151000,13.300,794.50000,1.860000,0.070000,3492.73,0.42,0.301,15.1968000
GJ 317 c,GJ 317,1,2,6739.32300000,5.230000,13.500,522.50000,1.170000,0.170000,3492.73,0.42,0.301,15.1968000
GJ 328 b,GJ 328,1,1,4100.00000000,4.500000,13.300,731.00000,1.710000,0.370000,3900.00,0.69,0.000,20.5266000
GJ 3293 b,GJ 3293,1,4,30.59870000,0.143390,5.190,23.54000,0.925000,0.060000,3466.00,0.42,0.020,20.1903000
GJ 3293 c,GJ 3293,1,4,122.61960000,0.361750,4.870,21.09000,1.000000,0.110000,3466.00,0.42,0.020,20.1903000
GJ 3293 d,GJ 3293,1,4,48.13450000,0.193940,2.670,7.60000,2.190000,0.120000,3466.00,0.42,0.020,20.1903000
GJ 3293 e,GJ 3293,1,4,13.25430000,0.082080,1.630,3.28000,4.160000,0.210000,3466.00,0.42,0.020,20.1903000
GJ 3323 b,GJ 3323,1,2,5.36360000,0.032820,1.230,2.02000,5.960000,0.230000,3159.00,0.16,-0.270,5.3748400
GJ 3323 c,GJ 3323,1,2,40.54000000,0.126400,1.320,2.31000,5.520000,0.170000,3159.00,0.16,-0.270,5.3748400
GJ 3341 b,GJ 3341,1,1,14.20700000,0.089000,2.460,6.60000,2.440000,0.310000,3526.00,0.47,-0.090,23.6190000
GJ 338 B b,GJ 338 B,2,1,24.45000000,0.141000,3.190,10.27000,1.740000,0.110000,4005.00,0.64,-0.030,6.3325600
GJ 3470 b,GJ 3470,1,1,3.33664960,0.035500,4.570,13.90000,0.800000,0.017000,3600.00,0.54,0.200,29.4214000
GJ 3473 b,GJ 3473,2,2,1.19800350,0.015890,1.264,1.86000,5.030000,0.000000,3347.00,0.36,0.110,27.3644000
GJ 3473 c,GJ 3473,2,2,15.50900000,0.087600,2.630,7.41000,2.240000,0.000000,3347.00,0.36,0.110,27.3644000
GJ 3512 b,GJ 3512,1,1,203.59000000,0.338000,14.300,147.15529,0.277000,0.435600,3081.00,0.12,-0.070,9.4863700
GJ 357 b,GJ 357,1,3,3.93072000,0.035000,1.217,1.84000,5.600000,,3505.00,0.34,-0.120,9.4418100
GJ 357 c,GJ 357,1,3,9.12470000,0.061000,1.660,3.40000,4.080000,,3505.00,0.34,-0.120,9.4418100
GJ 357 d,GJ 357,1,3,55.66100000,0.204000,2.340,6.10000,2.620000,,3505.00,0.34,-0.120,9.4418100
GJ 3634 b,GJ 3634,1,1,2.64561000,0.028700,2.830,8.40000,2.040000,0.080000,3517.00,0.45,,20.3779000
GJ 367 b,GJ 367,1,1,0.32196200,0.007100,0.718,0.54600,8.106000,0.000000,3522.00,0.45,-0.010,9.4126300
GJ 3779 b,GJ 3779,1,1,3.02320000,0.026000,2.750,8.00000,2.110000,0.070000,3324.00,0.27,0.000,13.7430000
GJ 3929 b,GJ 3929,1,1,2.61627450,0.025690,1.150,1.21000,4.400000,,3369.00,0.31,0.000,15.8095000
GJ 393 b,GJ 393,1,1,7.02679000,0.054020,1.170,1.71000,5.870000,,3579.00,0.43,-0.090,7.0314900
GJ 3942 b,GJ 3942,1,1,6.90500000,0.060800,2.570,7.14000,2.310000,0.121000,3867.00,0.63,-0.040,16.9287000
GJ 3998 b,GJ 3998,1,2,2.64977000,0.029000,1.380,2.47000,5.160000,0.000000,3722.00,0.50,-0.160,18.1459000
GJ 3998 c,GJ 3998,1,2,13.74000000,0.089000,2.380,6.26000,2.550000,0.049000,3722.00,0.50,-0.160,18.1459000
GJ 411 b,GJ 411,1,2,12.94600000,0.078900,1.450,2.69000,4.850000,0.120000,3601.00,0.39,-0.090,5.6757730
GJ 414 A b,GJ 414 A,2,2,50.80000000,0.232400,2.630,7.60000,2.300000,0.450000,4120.00,0.65,0.240,11.8893000
GJ 414 A c,GJ 414 A,2,2,749.83000000,1.400000,8.400,53.83000,0.499000,0.105000,4120.00,0.65,0.240,11.8893000
GJ 422 b,GJ 422,1,1,20.12900000,0.111000,3.330,11.07000,1.650000,0.110000,3323.00,0.35,,12.6631000
GJ 4276 b,GJ 4276,1,1,13.35200000,0.082000,4.220,16.57000,1.210000,0.370000,3387.00,0.41,0.120,21.3362000
GJ 433 b,GJ 433,1,3,7.37050000,0.062000,2.330,6.04300,2.630000,0.040000,3461.00,0.48,-0.170,9.0645600
GJ 433 c,GJ 433,1,3,5094.10500000,4.819000,6.270,32.42200,0.723000,0.120000,3472.00,0.48,-0.170,9.0645600
GJ 433 d,GJ 433,1,3,36.05900000,0.178000,2.140,5.22300,2.930000,0.070000,3461.00,0.48,-0.170,9.0645600
GJ 436 b,GJ 436,1,1,2.64388312,0.029100,4.170,22.10000,1.800000,0.138270,3586.11,0.47,0.099,9.7532100
GJ 480 b,GJ 480,1,1,9.56700000,0.068000,3.690,13.20000,1.440000,0.100000,3381.00,0.45,,14.2358000
GJ 486 b,GJ 486,1,1,1.46711900,0.017340,1.305,2.82000,7.000000,0.050000,3340.00,0.32,0.070,8.0742600
GJ 504 b,GJ 504,1,1,,43.500000,13.000,1271.30000,3.180000,,6234.00,1.22,0.280,17.5299000
GJ 536 b,GJ 536,1,1,8.70760000,0.066610,2.170,5.36000,2.880000,0.080000,3685.00,0.52,-0.080,10.4092000
GJ 581 b,GJ 581,1,3,5.36860000,0.040610,4.110,15.80000,1.250000,0.000000,3396.00,0.31,-0.088,6.2981000
GJ 581 c,GJ 581,1,3,12.91400000,0.072100,2.210,5.50000,2.800000,0.000000,3396.00,0.31,-0.088,6.2981000
GJ 581 e,GJ 581,1,3,3.14900000,0.028150,1.170,1.70000,5.830000,0.000000,3396.00,0.31,-0.088,6.2981000
GJ 625 b,GJ 625,1,1,14.62800000,0.078361,1.490,2.82000,4.680000,0.130000,3499.00,0.30,-0.380,6.4724900
GJ 649 b,GJ 649,1,1,598.30000000,1.135000,12.500,104.24400,0.293000,0.300000,3700.00,0.54,0.080,10.3796000
GJ 667 C b,GJ 667 C,3,5,7.20040000,0.050500,2.230,5.60000,2.770000,0.130000,3350.00,0.33,-0.550,7.2439600
GJ 667 C c,GJ 667 C,3,5,28.14000000,0.125000,1.770,3.80000,3.770000,0.020000,3350.00,0.33,-0.550,7.2439600
GJ 667 C e,GJ 667 C,3,5,62.24000000,0.213000,1.450,2.70000,4.870000,0.020000,3350.00,0.33,-0.550,7.2439600
GJ 667 C f,GJ 667 C,3,5,39.02600000,0.156000,1.450,2.70000,4.870000,0.030000,3350.00,0.33,-0.550,7.2439600
GJ 667 C g,GJ 667 C,3,5,256.20000000,0.549000,1.990,4.60000,3.210000,0.080000,3350.00,0.33,-0.550,7.2439600
GJ 674 b,GJ 674,1,1,4.69380000,0.039000,3.330,11.09000,1.650000,0.200000,3600.00,0.35,-0.280,4.5489600
GJ 676 A b,GJ 676 A,2,4,1056.80005000,1.820000,12.700,2129.46100,5.710000,0.330000,3734.00,0.73,0.080,16.0272000
GJ 676 A c,GJ 676 A,2,4,7337.00000000,6.600000,12.700,2161.24400,5.800000,,4006.03,0.63,0.230,16.0272000
GJ 676 A d,GJ 676 A,2,4,3.60050000,0.041300,1.930,4.40000,3.360000,0.262000,4006.03,0.71,0.230,16.0272000
GJ 676 A e,GJ 676 A,2,4,35.39000000,0.187000,2.770,8.10000,2.090000,0.125000,4006.03,0.71,0.230,16.0272000
GJ 682 b,GJ 682,1,2,17.47800000,0.080000,1.930,4.40000,3.360000,0.080000,3028.00,0.27,,5.0067100
GJ 682 c,GJ 682,1,2,57.32000000,0.176000,2.890,8.70000,1.980000,0.100000,3028.00,0.27,,5.0067100
GJ 685 b,GJ 685,1,1,24.16000000,0.134400,2.950,9.00000,1.930000,0.000000,3816.00,0.55,-0.150,14.3155000
GJ 687 b,GJ 687,1,2,38.14200000,0.163000,4.320,17.20000,1.170000,0.170000,3413.00,0.40,0.063,4.5493900
GJ 687 c,GJ 687,1,2,727.56200000,1.165000,4.140,16.00000,1.240000,0.400000,3413.00,0.40,0.063,4.5493900
GJ 720 A b,GJ 720 A,2,1,19.46600000,0.119000,3.770,13.64000,1.400000,0.120000,3837.00,0.57,-0.140,15.5575000
GJ 740 b,GJ 740,1,1,2.37756000,0.029000,1.530,2.96000,4.540000,0.240000,3913.00,0.58,0.080,11.1017000
GJ 832 b,GJ 832,1,2,3657.00000000,3.560000,14.000,216.00000,0.433000,0.080000,3472.00,0.45,-0.300,4.9643500
GJ 832 c,GJ 832,1,2,35.68000000,0.163000,2.180,5.40000,2.860000,0.180000,3472.00,0.45,-0.300,4.9643500
GJ 849 b,GJ 849,1,2,1915.00000000,2.409000,13.900,286.04557,0.585000,0.038000,3562.68,0.49,0.220,8.8005800
GJ 849 c,GJ 849,1,2,7068.00000000,4.974000,14.000,223.11554,0.447000,0.099000,3562.68,0.49,0.220,8.8005800
GJ 86 b,GJ 86,2,1,15.76491000,0.110000,12.900,1404.80860,3.600000,0.040000,5182.00,0.93,-0.220,10.7836000
GJ 876 b,GJ 876,1,4,61.11660000,0.208317,13.300,723.22350,1.690000,0.032400,3293.74,0.32,0.213,4.6751700
GJ 876 c,GJ 876,1,4,30.08810000,0.129590,14.000,226.98460,0.455000,0.255910,3293.74,0.32,0.213,4.6751700
GJ 876 d,GJ 876,1,4,1.93778000,0.020807,2.510,6.83000,2.370000,0.207000,3293.74,0.32,0.213,4.6751700
GJ 876 e,GJ 876,1,4,124.26000000,0.334300,3.920,14.60000,1.330000,0.055000,3271.00,0.32,0.213,4.6751700
GJ 887 b,GJ 887,1,2,9.26200000,0.068000,1.880,4.20000,3.470000,0.000000,3688.00,0.49,-0.060,3.2900000
GJ 887 c,GJ 887,1,2,21.78900000,0.120000,2.670,7.60000,2.190000,,3688.00,0.49,-0.060,3.2900000
GJ 9066 b,GJ 9066,1,2,241.88300000,0.403000,6.100,30.90000,0.748000,0.180000,3305.00,0.15,,4.4710000
GJ 9066 c,GJ 9066,1,2,767.88700000,0.870000,10.000,71.60000,0.393000,0.330000,3305.00,0.15,,4.4710000
GJ 96 b,GJ 96,1,1,73.94000000,0.291000,4.670,19.66000,1.060000,0.440000,3785.00,0.60,0.140,11.9315000
GJ 9689 b,GJ 9689,1,1,18.27000000,0.113900,3.070,9.65000,1.830000,0.290000,3836.00,0.59,0.050,30.6203000
GJ 9827 b,GJ 9827,1,3,1.20898190,0.018800,1.577,4.91000,6.930000,0.000000,4340.00,0.61,-0.260,29.6610000
GJ 9827 c,GJ 9827,1,3,3.64809570,0.039250,1.241,0.84000,2.420000,0.000000,4340.00,0.61,-0.260,29.6610000
GJ 9827 d,GJ 9827,1,3,6.20146980,0.055910,2.022,4.04000,2.690000,0.000000,4340.00,0.61,-0.260,29.6610000
GPX-1 b,GPX-1,1,1,1.74457900,0.033800,16.477,6261.21962,8.222423,0.000000,7000.00,1.68,0.350,655.0130000
GQ Lup b,GQ Lup,1,1,,100.000000,33.600,6356.00000,0.921000,,4360.00,0.70,-0.350,151.1690000
GSC 06214-00210 b,GSC 06214-00210,1,1,,320.000000,20.176,5000.00000,3.350000,,4200.00,0.90,-0.060,108.5000000
GU Psc b,GU Psc,1,1,,2000.000000,14.179,3591.30000,6.920000,,4031.81,0.33,0.100,47.5501000
Gl 378 b,Gl 378,1,1,3.82200000,0.039435,3.660,13.02000,1.460000,0.109000,3879.00,0.56,0.060,14.9545000
Gl 49 b,Gl 49,2,1,13.85080000,0.090500,2.240,5.63000,2.750000,0.363000,3805.00,0.52,0.130,9.8528000
Gl 686 b,Gl 686,1,1,15.53000000,0.091000,2.460,6.62400,2.450000,0.050000,3656.00,0.43,-0.230,8.1572800
HAT-P-1 b,HAT-P-1,2,1,4.46529976,0.055610,14.785,166.86075,0.282000,0.000000,5980.00,1.15,0.130,158.9790000
HAT-P-11 b,HAT-P-11,1,2,4.88780244,0.052540,4.360,26.69772,1.680000,0.218000,4780.00,0.81,0.310,37.7647000
HAT-P-11 c,HAT-P-11,1,2,3407.00000000,4.130000,13.300,731.00900,1.710000,0.601000,4780.00,0.81,0.310,37.7647000
HAT-P-12 b,HAT-P-12,1,1,3.21305980,0.038400,10.749,67.05900,0.319200,0.000000,4650.00,0.73,-0.290,142.7510000
HAT-P-13 b,HAT-P-13,1,2,2.91625000,0.043830,14.258,270.46200,0.362000,0.013300,5653.00,1.32,0.460,246.8100000
HAT-P-13 c,HAT-P-13,1,2,446.27000000,1.258000,12.300,4538.42100,13.400000,0.661600,5653.00,1.32,0.460,246.8100000
HAT-P-14 b,HAT-P-14,2,1,4.62767000,0.059600,15.917,1093.33520,1.560000,0.110000,6600.00,2.65,0.110,222.6630000
HAT-P-15 b,HAT-P-15,1,1,10.86350000,0.096500,11.882,616.59020,1.960000,0.190000,5568.00,1.00,0.220,192.5160000
HAT-P-16 b,HAT-P-16,3,1,2.77596000,0.041300,14.448,1332.60500,2.420000,0.036000,6158.00,1.22,0.170,226.6370000
HAT-P-17 b,HAT-P-17,1,2,10.33852000,0.088200,11.769,184.34140,0.640000,0.350000,5246.00,0.99,0.000,92.3831000
HAT-P-17 c,HAT-P-17,1,2,5584.00000000,5.600000,13.100,1080.60000,2.640000,0.390000,5336.96,0.92,0.051,92.3831000
HAT-P-18 b,HAT-P-18,1,1,5.50802300,0.055900,11.153,62.61000,0.250000,0.084000,4803.00,0.77,0.100,161.4000000
HAT-P-19 b,HAT-P-19,1,1,4.00877800,0.046600,12.689,92.80200,0.250000,0.067000,4990.00,0.84,0.230,202.0780000
HAT-P-2 b,HAT-P-2,1,1,5.63351580,0.068140,10.660,2765.12100,7.290000,0.517200,6380.00,1.33,0.180,127.7740000
HAT-P-20 b,HAT-P-20,1,1,2.87531700,0.036100,9.718,2302.89900,13.780000,0.015000,4595.00,0.76,0.350,71.0374000
HAT-P-21 b,HAT-P-21,1,1,4.12448000,0.049400,12.442,1547.83210,4.600000,0.230000,5588.00,1.24,0.010,277.2780000
HAT-P-22 b,HAT-P-22,2,1,3.21222000,0.041400,12.890,785.04010,2.140000,0.020000,5302.00,1.13,0.240,81.7647000
HAT-P-23 b,HAT-P-23,1,1,1.21288000,0.023200,12.218,425.89220,1.406000,0.110000,5905.00,0.58,0.150,364.8130000
HAT-P-24 b,HAT-P-24,2,1,3.35524000,0.046510,14.572,238.37250,0.440000,0.070000,6373.00,1.37,-0.160,415.3440000
HAT-P-25 b,HAT-P-25,1,1,3.65281514,0.046600,12.722,180.84527,0.483000,0.023000,5519.00,1.01,0.294,300.3840000
HAT-P-26 b,HAT-P-26,1,1,4.23452000,0.047900,7.062,22.24810,0.400000,0.120000,5079.00,1.12,-0.040,141.8370000
HAT-P-27 b,HAT-P-27,2,1,3.03957700,0.040000,11.430,197.05000,0.760000,0.000000,5316.00,0.92,0.300,199.1730000
HAT-P-28 b,HAT-P-28,1,1,3.25721500,0.043400,13.585,198.95300,0.440000,0.051000,5680.00,1.03,0.120,401.3190000
HAT-P-29 b,HAT-P-29,2,1,5.72319000,0.066700,13.115,279.69040,0.790000,0.090000,6087.00,1.45,0.210,313.5760000
HAT-P-3 b,HAT-P-3,2,1,2.89970000,0.038660,10.536,206.58950,0.855000,0.000000,5185.00,1.06,0.270,134.5540000
HAT-P-30 b,HAT-P-30,2,1,2.81060000,0.041900,16.141,263.79890,0.309000,0.040000,6304.00,1.55,0.130,213.9850000
HAT-P-31 b,HAT-P-31,1,1,5.00542000,0.061000,12.218,721.47410,2.180000,0.250000,6065.00,1.31,0.150,344.0500000
HAT-P-32 b,HAT-P-32,2,1,2.15000820,0.033970,22.194,216.12440,0.108000,0.159000,6001.00,1.13,-0.160,289.2050000
HAT-P-33 b,HAT-P-33,2,1,3.47447000,0.049950,20.737,292.40360,0.200000,0.000000,6446.00,1.82,0.050,396.1100000
HAT-P-34 b,HAT-P-34,1,1,5.45265400,0.067740,13.417,1058.37390,2.500000,0.432000,6442.00,1.39,0.220,249.3250000
HAT-P-35 b,HAT-P-35,3,1,3.64670600,0.049780,14.930,335.62848,0.550000,0.020000,6096.00,1.24,0.110,506.9650000
HAT-P-36 b,HAT-P-36,1,1,1.32734683,0.024100,14.314,587.41341,1.175000,0.063000,5620.00,1.03,0.250,294.4190000
HAT-P-37 b,HAT-P-37,1,1,2.79743600,0.037900,13.204,371.52800,0.890000,0.058000,5500.00,0.93,0.030,390.5940000
HAT-P-38 b,HAT-P-38,1,1,4.64038200,0.052300,9.247,84.85700,0.590000,0.067000,5330.00,0.89,0.060,255.2060000
HAT-P-39 b,HAT-P-39,2,1,3.54387000,0.050900,17.609,190.37200,0.190000,0.000000,6430.00,1.40,0.190,697.0040000
HAT-P-4 b,HAT-P-4,2,1,3.05653600,0.044380,14.280,213.25500,0.403000,0.000000,5860.00,0.56,0.240,320.4510000
HAT-P-40 b,HAT-P-40,1,1,4.45724000,0.060800,17.038,152.55840,0.150000,0.000000,6080.00,1.03,0.220,464.4690000
HAT-P-41 b,HAT-P-41,2,1,2.69405000,0.042580,22.978,378.21770,0.204000,0.000000,6390.00,2.56,0.210,348.1850000
HAT-P-42 b,HAT-P-42,1,1,4.64187800,0.057500,14.348,331.80100,0.610000,0.000000,5743.00,1.18,0.270,405.2380000
HAT-P-43 b,HAT-P-43,1,1,3.33264140,0.044400,13.630,210.39500,0.390000,0.210000,5693.00,1.03,0.200,528.8250000
HAT-P-44 b,HAT-P-44,1,2,4.30121900,0.050700,13.922,111.87100,0.230000,0.044000,5295.00,0.94,0.330,347.8500000
HAT-P-44 c,HAT-P-44,1,2,872.20000000,1.752000,13.000,1271.30000,3.180000,0.494000,5295.00,0.94,0.330,347.8500000
HAT-P-45 b,HAT-P-45,1,1,3.12899200,0.045200,15.984,283.49200,0.380000,0.049000,6330.00,1.26,0.070,298.6400000
HAT-P-46 b,HAT-P-46,1,1,4.46312900,0.057700,14.392,156.68400,0.280000,0.123000,6120.00,1.28,0.300,290.7360000
HAT-P-49 b,HAT-P-49,1,1,2.69155000,0.043780,17.822,699.22600,0.750000,0.000000,6820.00,2.22,0.070,350.3510000
HAT-P-5 b,HAT-P-5,1,1,2.78849000,0.040730,13.563,311.47340,0.642000,0.000000,5960.00,1.04,0.240,303.3360000
HAT-P-50 b,HAT-P-50,1,1,3.12201090,0.045300,14.437,429.07050,0.780000,0.115000,6280.00,1.27,-0.180,515.4580000
HAT-P-51 b,HAT-P-51,1,1,4.21802780,0.050690,14.493,98.20947,0.178000,0.123000,5449.00,0.98,0.270,440.0890000
HAT-P-52 b,HAT-P-52,1,1,2.75359530,0.036940,11.310,259.98494,0.980000,0.047000,5131.00,0.89,0.280,361.1550000
HAT-P-53 b,HAT-P-53,1,1,1.96162410,0.031590,14.773,471.65972,0.800000,0.134000,5956.00,1.09,0.000,666.8020000
HAT-P-54 b,HAT-P-54,1,1,3.79984700,0.041170,10.581,241.55080,1.118000,0.074000,4390.00,0.65,-0.127,143.6510000
HAT-P-55 b,HAT-P-55,1,1,3.58524670,0.046040,13.249,184.97706,0.435000,0.139000,5808.00,1.01,-0.030,511.3880000
HAT-P-56 b,HAT-P-56,1,1,2.79083000,0.042300,16.926,734.18730,0.750000,0.290000,6566.00,1.42,0.000,320.6390000
HAT-P-57 b,HAT-P-57,3,1,2.46530000,0.040600,19.504,448.14030,0.332000,0.000000,6330.00,2.77,-0.250,279.8600000
HAT-P-58 b,HAT-P-58,1,1,4.01383790,0.049940,14.930,118.23217,0.194000,0.073000,6078.00,1.03,-0.224,515.5900000
HAT-P-59 b,HAT-P-59,1,1,4.14197710,0.050640,12.588,489.45575,1.347000,0.030000,5678.00,1.01,0.217,265.4710000
HAT-P-6 b,HAT-P-6,1,1,3.85298000,0.052390,16.589,419.53560,0.558000,0.000000,6570.00,1.79,-0.130,275.3580000
HAT-P-60 b,HAT-P-60,1,1,4.79478130,0.062770,18.282,182.43351,0.164000,0.250000,6212.00,1.44,0.037,233.2200000
HAT-P-61 b,HAT-P-61,1,1,1.90231289,0.030100,10.077,335.94463,1.800000,0.113000,5587.00,1.00,0.194,338.8400000
HAT-P-62 b,HAT-P-62,1,1,2.64532350,0.037720,12.027,241.86742,0.770000,0.101000,5629.00,1.02,0.414,348.8150000
HAT-P-63 b,HAT-P-63,1,1,3.37772800,0.042940,12.543,195.14664,0.540000,0.069000,5400.00,0.93,0.251,4483.0500000
HAT-P-64 b,HAT-P-64,1,1,4.00723200,0.053870,19.089,184.34048,0.144000,0.101000,6457.00,1.30,-0.113,651.8970000
HAT-P-65 b,HAT-P-65,1,1,2.60545520,0.039510,21.185,167.49641,0.096000,0.304000,5835.00,1.21,0.100,738.5190000
HAT-P-66 b,HAT-P-66,1,1,2.97208600,0.043630,17.822,248.86089,0.242000,0.090000,6002.00,1.25,0.035,935.4560000
HAT-P-67 b,HAT-P-67,2,1,4.81010250,0.065050,23.371,108.06220,0.052000,0.000000,6406.00,1.64,-0.080,371.6860000
HAT-P-68 b,HAT-P-68,1,1,2.29840551,0.029960,12.016,230.10892,0.727000,0.041000,4508.00,0.68,-0.059,202.1520000
HAT-P-69 b,HAT-P-69,1,1,4.78694910,0.065550,18.786,1137.83140,1.020000,0.000000,7394.00,1.65,-0.069,341.2630000
HAT-P-7 b,HAT-P-7,2,1,2.20474000,0.036760,16.926,584.80720,0.712000,0.000000,6389.00,1.56,0.260,341.0790000
HAT-P-70 b,HAT-P-70,1,1,2.74432452,0.047390,20.961,2154.88740,1.540000,0.000000,8450.00,1.89,-0.059,330.7390000
HAT-P-8 b,HAT-P-8,3,1,3.07634000,0.044960,15.693,406.82240,0.568000,0.000000,6200.00,1.27,0.010,211.5530000
HAT-P-9 b,HAT-P-9,1,1,3.92281072,0.052870,15.614,238.05467,0.342000,0.084000,6350.00,1.28,0.120,455.2030000
HATS-1 b,HATS-1,1,1,3.44645900,0.044400,14.594,589.55000,1.030000,0.120000,5870.00,0.99,0.060,283.9710000
HATS-10 b,HATS-10,1,1,3.31284600,0.044910,10.862,167.17858,0.700000,0.501000,5880.00,1.10,0.150,534.8890000
HATS-11 b,HATS-11,1,1,3.61918800,0.050700,18.030,263.79890,0.315000,0.340000,6563.00,1.33,0.030,944.6030000
HATS-12 b,HATS-12,1,1,3.14270200,0.044100,7.760,759.61370,1.120000,0.085000,6357.00,1.16,-0.100,746.1380000
HATS-13 b,HATS-13,1,1,3.04404990,0.040570,13.585,172.58169,0.377000,0.181000,5523.00,0.96,0.050,421.8550000
HATS-14 b,HATS-14,1,1,2.76676410,0.038150,11.646,340.39593,1.191000,0.142000,5346.00,0.97,0.330,513.0110000
HATS-15 b,HATS-15,1,1,1.74748753,0.027120,12.386,689.69110,1.970000,0.126000,5311.00,0.87,0.000,1139.5500000
HATS-16 b,HATS-16,1,1,2.68650200,0.037440,14.572,1039.30410,1.860000,0.000000,5738.00,0.97,-0.100,757.0440000
HATS-17 b,HATS-17,1,1,16.25461100,0.130800,8.709,425.25654,3.500000,0.029000,5846.00,1.13,0.300,400.3310000
HATS-18 b,HATS-18,1,1,0.83784000,0.017400,14.897,629.14449,1.116900,0.166000,5600.00,1.04,0.280,624.3680000
HATS-2 b,HATS-2,1,1,1.35413300,0.023000,13.092,427.46300,1.050000,0.000000,5227.00,0.88,0.150,341.9250000
HATS-22 b,HATS-22,1,1,4.72281240,0.050250,10.682,870.85420,3.890000,0.079000,4803.00,0.76,0.000,229.5180000
HATS-23 b,HATS-23,1,1,2.16051560,0.033970,20.849,467.21010,0.290000,0.114000,5780.00,1.12,0.280,639.0040000
HATS-24 b,HATS-24,1,1,1.34849780,0.023800,15.637,718.29580,1.030000,0.000000,6125.00,1.07,-0.229,494.1820000
HATS-25 b,HATS-25,1,1,4.29864320,0.051630,14.123,194.82979,0.380000,0.176000,5715.00,0.99,0.020,471.1580000
HATS-26 b,HATS-26,1,1,3.30238810,0.047350,19.616,206.58950,0.153000,0.245000,6071.00,1.30,-0.020,861.8430000
HATS-27 b,HATS-27,1,1,4.63703800,0.061100,16.814,168.44990,0.180000,0.581000,6438.00,1.42,0.090,816.9880000
HATS-28 b,HATS-28,1,1,3.18107810,0.041310,13.384,213.58176,0.480000,0.202000,5498.00,0.93,0.010,535.3830000
HATS-29 b,HATS-29,1,1,4.60587490,0.054750,14.022,207.54299,0.411000,0.158000,5670.00,1.03,0.160,353.8910000
HATS-3 b,HATS-3,1,1,3.54785100,0.048500,15.480,340.38200,0.510000,0.000000,6351.00,1.21,-0.157,411.2110000
HATS-30 b,HATS-30,2,1,3.17435160,0.043540,13.171,224.38798,0.543000,0.096000,5943.00,1.09,0.060,342.1400000
HATS-31 b,HATS-31,1,1,3.37796000,0.047800,18.383,279.69040,0.243000,0.233000,6050.00,1.27,0.000,773.9740000
HATS-32 b,HATS-32,1,1,2.81265480,0.040240,14.000,292.40360,0.580000,0.471000,5700.00,1.10,0.390,745.1160000
HATS-33 b,HATS-33,1,1,2.54955510,0.037270,13.787,378.85336,0.790000,0.080000,5659.00,1.06,0.290,248.4600000
HATS-34 b,HATS-34,1,1,2.10616070,0.031660,16.029,299.07803,0.400000,0.108000,5380.00,0.95,0.250,508.8420000
HATS-35 b,HATS-35,1,1,1.82099930,0.031990,16.410,388.38826,0.484000,0.306000,6300.00,1.32,0.210,514.5550000
HATS-36 b,HATS-36,1,1,4.17518600,0.052300,12.920,1022.14128,2.120000,0.105000,5950.00,1.10,0.150,856.4360000
HATS-37 A b,HATS-37 A,2,1,4.33153660,0.049130,6.793,31.46517,0.550000,0.000000,5326.00,0.84,0.051,211.8960000
HATS-38 b,HATS-38,1,1,4.37502100,0.050360,6.882,23.51942,0.403000,0.000000,5732.00,0.89,-0.102,343.5250000
HATS-39 b,HATS-39,1,1,4.57763480,0.060070,17.598,200.23290,0.202000,0.275000,6572.00,1.38,0.000,878.5210000
HATS-4 b,HATS-4,1,1,2.51672900,0.036200,11.433,420.47100,1.550000,0.013000,5403.00,1.00,0.430,416.4590000
HATS-40 b,HATS-40,1,1,3.26427360,0.049970,17.710,505.34970,0.490000,0.312000,6460.00,1.56,0.010,1342.2900000
HATS-41 b,HATS-41,1,1,4.19364900,0.058300,14.908,3082.95100,5.100000,0.380000,6424.00,1.50,0.470,737.6680000
HATS-42 b,HATS-42,1,1,2.29210200,0.036890,15.693,597.52040,0.830000,0.229000,6060.00,1.27,0.220,800.3770000
HATS-43 b,HATS-43,1,1,4.38884970,0.049440,13.227,82.95363,0.191000,0.173000,5099.00,0.84,0.050,362.2730000
HATS-44 b,HATS-44,1,1,2.74390040,0.036490,11.960,177.98480,0.560000,0.279000,5080.00,0.86,0.320,446.0350000
HATS-45 b,HATS-45,1,1,4.18762440,0.055110,14.415,222.48100,0.410000,0.240000,6450.00,1.27,0.020,772.1100000
HATS-46 b,HATS-46,1,1,4.74237290,0.053670,10.122,54.98459,0.280000,0.559000,5495.00,0.92,-0.060,453.8080000
HATS-47 b,HATS-47,1,1,3.92280380,0.042690,12.520,117.27927,0.331000,0.088000,4512.00,0.67,-0.113,300.6700000
HATS-48 A b,HATS-48 A,2,1,3.13166660,0.037690,8.967,77.23269,0.589000,0.162000,4546.00,0.73,0.186,263.6090000
HATS-49 b,HATS-49,1,1,4.14804670,0.045150,8.575,112.19399,0.986000,0.071000,4405.00,0.71,0.208,324.4130000
HATS-5 b,HATS-5,1,1,4.76338700,0.054200,10.223,75.32300,0.390000,0.019000,5304.00,0.94,0.190,246.3840000
HATS-50 b,HATS-50,1,1,3.82970150,0.050460,12.666,123.95370,0.330000,0.516000,5990.00,1.17,,756.7420000
